# energy/N    magnetization    seed 
0.16    -0.12    1692663759.7737195 
0.16    -0.12    1692663759.7737195 
0.16    -0.12    1692663759.7737195 
0.16    -0.12    1692663759.7737195 
0.16    -0.12    1692663759.7737195 
0.16    -0.12    1692663759.7737195 
-0.04    -0.12    1692663759.7747207 
-0.04    -0.12    1692663759.7747207 
-0.04    -0.12    1692663759.7747207 
-0.04    -0.12    1692663759.7747207 
-0.04    -0.12    1692663759.7747207 
-0.04    -0.12    1692663759.7747207 
-0.08    0.12    1692663759.7757201 
-0.08    0.12    1692663759.7757201 
-0.08    0.12    1692663759.7757201 
-0.08    0.12    1692663759.7757201 
-0.08    0.12    1692663759.7757201 
-0.08    0.12    1692663759.7757201 
0.16    -0.02    1692663759.7767196 
0.16    -0.02    1692663759.7767196 
0.16    -0.02    1692663759.7767196 
0.16    0.06    1692663759.7776966 
0.16    0.06    1692663759.7776966 
0.16    0.06    1692663759.7776966 
0.16    0.06    1692663759.7776966 
0.16    0.06    1692663759.7776966 
0.16    0.06    1692663759.7776966 
-0.08    0.12    1692663759.7786949 
-0.08    0.12    1692663759.7786949 
-0.08    0.12    1692663759.7786949 
-0.08    0.12    1692663759.7786949 
-0.08    0.12    1692663759.7786949 
-0.08    0.12    1692663759.7786949 
-0.24    -0.26    1692663759.7796946 
-0.24    -0.26    1692663759.7796946 
-0.24    -0.26    1692663759.7796946 
-0.24    -0.26    1692663759.7796946 
-0.24    -0.26    1692663759.7796946 
-0.04    0.12    1692663759.7806952 
-0.04    0.12    1692663759.7806952 
-0.04    0.12    1692663759.7806952 
-0.04    0.12    1692663759.7806952 
-0.04    0.12    1692663759.7806952 
-0.04    0.12    1692663759.7806952 
-0.12    0.08    1692663759.7816947 
-0.12    0.08    1692663759.7816947 
-0.12    0.08    1692663759.7816947 
-0.12    0.08    1692663759.7816947 
-0.12    0.08    1692663759.7816947 
-0.12    0.08    1692663759.7816947 
-0.12    0.08    1692663759.7816947 
0.24    -0.08    1692663759.7826948 
0.24    -0.08    1692663759.7826948 
0.24    -0.08    1692663759.7826948 
0.24    -0.08    1692663759.7826948 
0.24    -0.08    1692663759.7826948 
0.24    -0.08    1692663759.7836945 
0.24    -0.08    1692663759.7836945 
0.24    -0.08    1692663759.7836945 
0.24    -0.08    1692663759.7836945 
0.24    -0.08    1692663759.7836945 
0.24    -0.08    1692663759.7836945 
0.24    -0.08    1692663759.7836945 
0.12    -0.06    1692663759.7846947 
0.12    -0.06    1692663759.7846947 
0.12    -0.06    1692663759.7846947 
0.12    -0.06    1692663759.7846947 
0.12    -0.06    1692663759.7846947 
0.12    -0.06    1692663759.7846947 
-0.08    0.04    1692663759.7856948 
-0.08    0.04    1692663759.7856948 
-0.08    0.04    1692663759.7856948 
-0.08    0.04    1692663759.7856948 
-0.08    0.04    1692663759.7856948 
-0.08    0.04    1692663759.7856948 
0.0    0.06    1692663759.7866948 
0.0    0.06    1692663759.7866948 
0.0    0.06    1692663759.7866948 
0.0    0.06    1692663759.7866948 
0.0    0.06    1692663759.7866948 
0.0    0.06    1692663759.7866948 
0.04    -0.08    1692663759.7876947 
0.04    -0.08    1692663759.7876947 
0.04    -0.08    1692663759.7876947 
0.04    -0.08    1692663759.7876947 
0.04    -0.08    1692663759.7876947 
0.04    -0.08    1692663759.7876947 
-0.12    0.02    1692663759.7886946 
-0.12    0.02    1692663759.7886946 
-0.12    0.02    1692663759.7886946 
-0.12    0.02    1692663759.7886946 
-0.12    0.02    1692663759.7886946 
-0.12    0.02    1692663759.7886946 
-0.12    0.02    1692663759.7886946 
-0.04    -0.18    1692663759.7896948 
-0.04    -0.18    1692663759.7896948 
-0.04    -0.18    1692663759.7896948 
-0.04    -0.18    1692663759.7896948 
-0.04    -0.18    1692663759.7896948 
-0.2    -0.22    1692663759.7906947 
-0.2    -0.22    1692663759.7906947 
-0.2    -0.22    1692663759.7906947 
-0.2    -0.22    1692663759.7906947 
-0.2    -0.22    1692663759.7906947 
-0.2    -0.22    1692663759.7906947 
0.24    0.12    1692663759.7916946 
0.24    0.12    1692663759.7916946 
0.24    0.12    1692663759.7916946 
0.24    0.12    1692663759.7916946 
0.24    0.12    1692663759.7916946 
0.24    0.12    1692663759.7916946 
-0.2    -0.02    1692663759.7926948 
-0.2    -0.02    1692663759.7926948 
-0.2    -0.02    1692663759.7926948 
0.0    -0.08    1692663759.7936962 
0.0    -0.08    1692663759.7936962 
0.0    -0.08    1692663759.7936962 
0.0    -0.08    1692663759.7936962 
0.0    0.14    1692663759.7947297 
0.0    0.14    1692663759.7947297 
0.0    0.14    1692663759.7947297 
0.0    0.14    1692663759.7947297 
0.0    0.14    1692663759.7947297 
0.0    0.14    1692663759.7947297 
0.0    0.14    1692663759.7947297 
0.12    0.06    1692663759.7957263 
0.12    0.06    1692663759.7957263 
0.12    0.06    1692663759.7957263 
0.12    0.06    1692663759.7957263 
0.12    0.06    1692663759.7957263 
0.12    0.06    1692663759.7957263 
0.16    -0.08    1692663759.7967267 
0.16    -0.08    1692663759.7967267 
0.16    -0.08    1692663759.7967267 
0.16    -0.08    1692663759.7967267 
0.16    -0.08    1692663759.7967267 
0.16    -0.08    1692663759.7967267 
0.08    0.14    1692663759.7977269 
0.08    0.14    1692663759.7977269 
0.08    0.14    1692663759.7977269 
0.08    0.14    1692663759.7977269 
0.08    0.14    1692663759.7977269 
0.08    0.14    1692663759.7977269 
-0.04    -0.1    1692663759.7987268 
-0.04    -0.1    1692663759.7987268 
-0.04    -0.1    1692663759.7987268 
-0.04    -0.1    1692663759.7987268 
-0.04    -0.1    1692663759.7987268 
-0.04    -0.1    1692663759.7987268 
-0.2    -0.02    1692663759.799726 
-0.2    -0.02    1692663759.799726 
-0.2    -0.02    1692663759.799726 
-0.2    -0.02    1692663759.799726 
-0.2    -0.02    1692663759.799726 
-0.2    -0.02    1692663759.799726 
-0.2    -0.02    1692663759.799726 
0.08    -0.02    1692663759.8007295 
0.08    -0.02    1692663759.8007295 
0.08    -0.02    1692663759.8007295 
0.08    -0.02    1692663759.8007295 
0.08    -0.02    1692663759.8007295 
0.04    0.08    1692663759.801726 
0.04    0.08    1692663759.801726 
0.04    0.08    1692663759.801726 
0.04    0.08    1692663759.801726 
0.04    0.08    1692663759.801726 
0.04    0.08    1692663759.801726 
0.04    0.08    1692663759.801726 
-0.2    0.08    1692663759.802727 
-0.2    0.08    1692663759.802727 
-0.2    0.08    1692663759.802727 
-0.2    0.08    1692663759.802727 
-0.2    0.08    1692663759.802727 
0.32    -0.1    1692663759.8037267 
0.32    -0.1    1692663759.8037267 
0.32    -0.1    1692663759.8037267 
0.32    -0.1    1692663759.8037267 
0.32    -0.1    1692663759.8037267 
0.32    -0.1    1692663759.8037267 
0.32    -0.1    1692663759.8037267 
-0.08    -0.08    1692663759.8047264 
-0.08    -0.08    1692663759.8047264 
